ID,Event start date,One day?,Event end date,Day of the week,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Number of protesters,Number of protesters arrested,Number of protesters injured,Number of protesters killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
DP11032103,21.03.11,1,21.03.11,Mon,protest,rally,workers,"NGO, party","leftists, rightists","workers of the House of organ music, Svoboda party, GRAd, Homeland (BYT), CPU, Pepople's Party, party ""Our Ukraine"" and ""Ukraine of the Future""",,religious institution,,,,UPC (MP),"people protested against the decision of court to give the building, in which the House of organ music is situated, to UPC (MP). during the rally organ music was played",,Dnipropetrovsk,Dnipropetrovsk,12:00,real estate property,,,151,0,0,0,N,,0,0,N
DP11032104,21.03.11,1,21.03.11,Mon,protest,rally,"teachers, students, workers",,,"teachers of Dnipropetrovsk, students, workers of cultural and medical institutions",,government,,,,,teachers protested against low wages and social payments,,Dnipropetrovsk,Dnipropetrovsk,,wage arrears,social payments,education,,0,0,0,N,,0,0,N
DP11032201,22.03.11,1,22.03.11,Tue,protest,picket,,"NGO, party",rightists,"Svoboda party, People's party, Prosvita",,"government, local authorities",,,,"Minister of Education, Governor","on the official ceremony of opening the Center of teachers' qualification development, people protested against anti-Ukrainian position of the Minister of education and the Governor. during the Governor's speach they blamed him for speaking Russian. Minister, who was supposed to arrive, did not come",,Dnipropetrovsk,Dnipropetrovsk,11:01,language,anti-Tabachnyk,,,0,0,0,N,,0,0,N
VN11031701,17.03.11,1,17.03.11,Thu,protest,rally,,"party, NGO",,"BYT, ""Reforms and order"" party ""socialists"", ""Voice of People"", Cossacks",local authorities,government,,,,"city hall, Cabinet of Ministers","near the City Hall people protested against increasingly high tariffs for public utilities, against current situation with those utilities and against the way government is planning to reform public utilities",,Vinnytsia,Vinnytsia,,public utilities,anti-government,,101,0,0,0,N,,0,0,N
DP11032801,28.03.11,1,28.03.11,Mon,protest,picket,workers,trade union,,Independent Trade Union of Miners of Ukraine (NPGU),local authorities,local authorities,,,,"City Mayor, Head of the Department of Foundation of social insurance (FSS)","people protested against illegal actions of the Head of FSS who canceled trade union dues from social payment of workers who were injured on work. this, on the opinion of protesters, is aiming to destroy local NPGU and violates laws",,Dnipropetrovsk,Pavlohrad,,labor rights,,,201,0,0,0,N,,0,0,N
DP11040901,09.04.11,1,09.04.11,Sat,protest,picket,neighborhood,,,,local authorities,company,,,,"JSC ""Unicon""",Protest against construction of the 11-story building on the street. Rybinsk. As the protesters referred to only by local residents.,DP11040901,Dnipropetrovsk,Dnipropetrovsk,,development projects,,,,0,0,0,N,,0,0,N
DP11041301,13.04.11,1,13.04.11,Wed,negative response,preempt,law-enforcement,,,police,,,,,rightists,,"The police blocked the protesters travel to Zaporizhzhya from Dnipropetrovsk. They were going to take part in the protests in support of activists of the ""Svoboda"", ""Tryzub"", Grad.",,Dnipropetrovsk,Dnipropetrovsk,8:00,Ukrainian nationalism,anti-Communism,,,0,0,0,N,3,0,0,N
DP11041401,14.04.11,1,14.04.11,Thu,protest,picket,neighborhood,party,leftists,CPU,local authorities,company,,,,"JSC ""Unicon""",Local residents supported the Communist Party picketed the Prosecutor's Office. Protest against the construction of an 11-storey building.,DP11040901,Dnipropetrovsk,Dnipropetrovsk,,development projects,corruption,,31,0,0,0,N,4,0,0,N
DP11032102,21.03.11,approximate,22.03.11,Mon,protest,rally,"small business, teachers, taxi drivers, workers","party, NGO",,"Assembly of civic organizations of small and middle business of Ukraine, BYT (Homeland aka Batkivshchyna), party ""Front of changes"", local NGOs, teachers, taxi-drivers, miners, workers of public health",,government,,,,Cabinet of Ministers,"a rally of support met the motorcade ""Take Ukraine from oligarchs, give it to citizens"". people protested against the policy of the government, Tax Code, Projects of the Labor and Housing Codes, reforms in education. during the event people prepared ""social package"" for Minister Azarov. it included some basic goods, cheap cigatettes and drugs for better digestion",Automaidan,Dnipropetrovsk,Dnipropetrovsk,,anti-government,taxes,labor rights,301,0,0,0,N,,0,0,N
DP11042701,27.04.11,1,27.04.11,Wed,negative response,preempt,law-enforcement,,,police,,,,party,,"""Front of changes""","Front for Change Party (""Front Zmin"") claims that the police would not let their activists to Sevastopol to protest against the ratification of Kharkiv agreements.",,Dnipropetrovsk,Dnipropetrovsk,,Black sea fleet,,,,0,0,0,N,,0,0,N
DP11042901,29.04.11,1,29.04.11,Fri,protest,rally,"workers, politician, small business",,,"dismissed workers of KP ""Dniprodzerzhinskteplomerezha"", city council deputy Vitaly Kupriy",local authorities,"goverment, local authorities",,,,,"Protest rally on the critical situation in housing and communal area of the city. Action was initiated by the city council deputy Vitaly Kupriy. Also in attendance were illegally dismissed workers KP ""Dniprodzerzhinskteplomerezha"" and ordinary citizens.",,Dnipropetrovsk,Dniprodzerzhynsk,,public utilities,price increase,corruption,500,0,0,0,N,,0,0,N
KM11032101,21.03.11,approximate,22.03.11,Mon,protest,rally,small business,"business association, NGO",,"local entrepreneurs, local business associations, Assembly of civic organizations of small and middle business of Ukraine",,government,,,,Cabinet of Ministers,"a rally of support met the motorcade ""Take Ukraine from oligarchs, give it to citizens"". people protested against the policy of the government, Tax Code, projects of the Labor and Housing Codes.",Automaidan,Khmelnytskyi,Netishyn,,anti-government,taxes,labor rights,101,0,0,0,N,,0,0,N
DP11050701,07.05.11,1,07.05.11,Sat,protest,symbolic,,party,,NU,government,goverment,,,,,Party honored veterans-liberators and the memory of the victims during World War II. Protested against the use of red flag during the celebration of Victory Day.,,Dnipropetrovsk,Dnipropetrovsk,,WW2,anti-Communism,,149,0,0,0,N,,0,0,N
KM11032102,21.03.11,approximate,22.03.11,Mon,protest,rally,small business,"business association, NGO",,"local entrepreneurs, local business associations, Assembly of civic organizations of small and middle business of Ukraine",,government,,,,Cabinet of Ministers,"a rally of support met the motorcade ""Take Ukraine from oligarchs, give it to citizens"". people protested against the policy of the government, Tax Code, projects of the Labor and Housing Codes.",Automaidan,Khmelnytskyi,Slavuta,,anti-government,taxes,labor rights,101,0,0,0,N,,0,0,N
DP11051501,15.05.11,1,15.05.11,Sun,protest,rally,,"party, NGO",rightists,"KUN, Prosvita, Grad, UNP",government,goverment,,,,,Ukrainian nationalist organizations held a memorial service for victims of Stalinist repression. Protested against the use of a red flag as a symbol of the Victory Day.,,Dnipropetrovsk,Dnipropetrovsk,,anti-Communism,WW2,,,0,0,0,N,,0,0,N
DP11051701,17.05.11,1,17.05.11,Tue,protest,vandalism,unknown,,,,,ethnic minority,,,,Jew community,"On a monument ""to Jews - the victims of fascism"" in the Park. Yuri Gagarin, an unknown person drew a swastika.",,Dnipropetrovsk,Dnipropetrovsk,,antisemitism,,,,0,0,0,Y,0,0,0,N
DP11052701,27.05.11,1,27.05.11,Fri,protest,picket,,party,rightists,Svoboda,"company, local authorities","company, government, local authorities",,,,Nothern mine and concentrator complex,"""Svoboda"" held a picket of Nothern mine and concentrator complex, asking for increase of wages and fulfillment of social obligations to workers combine.",DP11052701,Dnipropetrovsk,Kryvyi Rih,,wage increase,housing rights,labor rights,,0,0,0,N,,0,0,N
DP11053002,30.05.11,1,30.05.11,Mon,protest,picket,workers,trade union,,Independent Trade Union of Miners of Ukraine,local authorities,local authorities,,,,"Department of Social Insurance Fund, city council",Independent Trade Union of Miners of Ukraine held picket against Acting chief of Pavlograd Department of Social Insurance Fund against accidents and occupational diseases Sidorova. She unilaterally order to stop the transfer of union dues from insurance claims of victims in the workplace.,DP11053102,Dnipropetrovsk,Pavlohrad,10:00,social payments,corruption,labor rights,29,0,0,0,N,,0,0,N
DP11053101,31.05.11,1,31.05.11,Tue,positive response,accede,company,,,Nothern mine and concentrator complex administration,,,workers,party,rightists,Svoboda,North GOKs administration increased wages for workers.,DP11052701,Dnipropetrovsk,Kryvyi Rih,,wage increase,,,,0,0,0,N,0,0,0,N
DP11061001,10.06.11,1,10.06.11,Fri,protest,picket,neighborhood,,,Residents 45-b by Karl Marx Avenue,local authorities,company,,,,,"Residents 45-b by Karl Marx Avenue, protesting against the building next to their houses.",,Dnipropetrovsk,Dnipropetrovsk,,development projects,,,,0,0,0,N,,0,0,N
DP11061401,14.06.11,2,15.06.11,Tue,protest,hunger strike,workers,trade union,,Independent Trade Union of Miners of Ukraine,local authorities,local authorities,,,,City Department Social Insurance Fund,"Eight miners with disabilities who are in the Independent Trade Union of Miners of Ukraine, announced an indefinite hunger strike in the premises of the City Department Social Insurance Fund. Protest against the decision of the administration of the Fund to stop deductions from the monthly payments to trade union membership fees and transfers to the account of the primary NPGU.",DP11053102,Dnipropetrovsk,Pavlohrad,9:00,social payments,corruption,labor rights,8,0,0,0,N,0,0,0,N
DP11061402,14.06.11,1,14.06.11,Tue,positive response,impeachment,local authorities,,,Fund of social insurance,,,workers,trade union,,Independent Trade Union of Miners of Ukraine,Regional management of the Fund of social insurance under the pressure of protests decided on a temporary estrangement Sidorova and investigation.,,Dnipropetrovsk,Pavlohrad,,social payments,corruption,labor rights,,0,0,0,N,0,0,0,N
DP11061403,14.06.11,1,14.06.11,Tue,protest,picket,,party,rightists,Svoboda,local authorities,local authorities,,,,,"""Svoboda"" held a picket to pay attention to the environmental challenges of Tarnovskiy region of Kryvyi Rih, where Southern Mining functions.",,Dnipropetrovsk,Kryvyi Rih,,environment,,,,0,0,0,N,,0,0,N
DP11062501,25.06.11,1,25.06.11,Sat,protest,demonstration/march,,,leftists,,,,,,,,Antifascists of Dnipropetrovsk marched to the memory of the Great Patriotic War. Action has also been devoted to the memory of those killed at the hands of neo-Nazis.,,Dnipropetrovsk,Dnipropetrovsk,20:40,WW2,neofascism,anticapitalism,29,0,0,0,N,,0,0,N
DP11063001,30.06.11,1,30.06.11,Thu,protest,demonstration/march,,party,,UNP,"local authorities, government",local authorities,,,,,Kryvoriz'ka organization of the Ukrainian People's Party (UNP) held a march on the 104-anniversary of the birth of Roman Shukhevych. Participants required by law to recognize soldiers of the Ukrainian Insurgent Army veterans of the national liberation movement and return the title of Hero of Ukraine Stepan Bandera.,DP11063001,Dnipropetrovsk,Kryvyi Rih,,OUN-UPA,Ukrainian nationalism,,,0,0,0,N,,0,0,N
DP11063002,30.06.11,1,30.06.11,Thu,protest,picket,,party,leftists,CPU,,,,party,,UNP,"Members of CPU with a portrait of Stalin's picketed nationalist campaign, timed to 104 anniversary of the birth of Shukhevych.",DP11063001,Dnipropetrovsk,Kryvyi Rih,,OUN-UPA,,,,0,0,0,N,,0,0,N
DP11070601,06.07.11,2,12.07.11,Wed,protest,hunger strike,prisoners,,,prisoners of Dnipropetrovsk prison,"local authorities, government",law-enforcement,,,,,Human rights activists reported on mass hunger strike in prison in Dnipropetrovsk penal colony № 89 after beating prisoners riot. one more issue - bad conditions for those with tuberculosis,DP11070601,Dnipropetrovsk,Dnipropetrovsk,,police abuse,public health,,75,0,0,0,N,,0,0,N
DP11070701,07.07.11,1,07.07.11,Thu,protest,rally,,party,leftists,CPU,local authorities,goverment,,,,"parliament, cabinet of ministers",Communist Party held a rally against pension reform.,,Dnipropetrovsk,Dnipropetrovsk,,social payments,,,39,0,0,0,N,,0,0,N
DP11071301,13.07.11,1,13.07.11,Wed,negative response,withhold,local authorities,,,State Department of Corrections,,,prisoners,NGO,,Kharkiv Human Rights Group,"State Department of Corrections forbidden to human rights defenders to enter the territory of the colony, where prisoners are on hunger strike.",DP11070601,Dnipropetrovsk,Dnipropetrovsk,,police abuse,public health,,,0,0,0,N,,0,0,N
DP11071501,15.07.11,1,15.07.11,Fri,protest,picket,workers,trade union,,Independent Trade Union of Miners of Ukraine,court,company,,,,"JSC ""Dnepropress""","Activists of the Independent Trade Union of Miners protested at the entrance of ""Dnipropress"" against bankruptcy.",DP11071501,Dnipropetrovsk,Dnipropetrovsk,,labor rights,company closure,,,0,0,0,N,,0,0,N
DP11072201,22.07.11,1,22.07.11,Fri,negative response,preclude,court,,,district court of appeal,,,,party,,UNP,Court banned UNP to picket during the visit of Patriarch Kirill to the city.,DP11072201,Dnipropetrovsk,Dnipropetrovsk,,KP-MP,Ukrainian nationalism,,,0,0,0,N,0,0,0,N
DP11072301,23.07.11,1,23.07.11,Sat,protest,picket,workers,trade union,,Independent Trade Union of Miners of Ukraine,"local authorities, government, company","local authorities, government, company",,,,,"Activists of the Independent Trade Union of Miners protested against systematic violations of the Constitution of Ukraine and the labor rights of workers and their organizations, against the liquidation of the enterprise ""Plant"" Dnipropress ""against hasty changes ("" optimize "") the city's transportation system against experiments on the introduction of family medicine, compared to growth rates for energy and utilities ""..",DP11071501,Dnipropetrovsk,Dnipropetrovsk,,labor rights,company closure,price increase,,0,0,0,N,,0,0,N
DP11072302,23.07.11,1,23.07.11,Sat,protest,picket,,party,rightists,Svoboda,,religious institution,,,,russian orthodox church,Svoboda held picket against the arrival of the head of the Russian Orthodox Church Patriarch Kirill.,DP11072302,Dnipropetrovsk,Dnipropetrovsk,,KP-MP,Ukrainian nationalism,,,0,0,0,N,,0,0,N
DP11072303,23.07.11,1,23.07.11,Sat,protest,picket,,party,,UNP,,religious institution,,,,russian orthodox church,UNP held picket against the arrival of the head of the Russian Orthodox Church Patriarch Kirill.,DP11072201,Dnipropetrovsk,Dnipropetrovsk,,KP-MP,Ukrainian nationalism,,,0,0,0,N,,0,0,N
DP11072304,23.07.11,1,23.07.11,Sat,negative response,arrest,state forces,,,police,,,,party,,UNP,"Police detained 30 supporters of Ukrainian People's Party, which held a picket against the visit of Patriarch Cyril I of Moscow and Rus Kirill near the airport Dnipropetrovsk.",DP11072201,Dnipropetrovsk,Dnipropetrovsk,,KP-MP,Ukrainian nationalism,,,30,0,0,N,,0,0,N
DP11072401,24.07.11,1,24.07.11,Sun,negative response,arrest,state forces,,,Berkut,,,,party,rightists,Svoboda,"MIA fighters riot ""Berkut"" were arrested 8 members of Regional organization ""Svoboda"" (Svoboda). Nationalists tried to protest route Vladimir Hundyayeva (""moderated by Cyril Patriarch""). law-enforcement officials refuse to explain the reasons for detention.",DP11072302,Dnipropetrovsk,Dnipropetrovsk,,KP-MP,Ukrainian nationalism,,,8,0,0,N,,0,0,N
DP11072901,29.07.11,1,29.07.11,Fri,protest,symbolic,,"party, NGO",rightists,"""Front Zmіn"", BYT, KUN","local authorities, government","local authorities, government",,,,,"Activists' ""Front Zmіn"", BYT, KUN organized theatrical protest against the reduction in the number of medical institutions.",,Dnipropetrovsk,Dnipropetrovsk,,public health,,,31,0,0,0,N,,0,0,N
DP11081101,11.08.11,2,13.08.11,Thu,protest,tent camp,,party,,BYT,,"local authorities, government",,,,,"BYT set 20 tents in which MPs were receiving citizens, campaigned against the policy of the authorities and the Party of Regions.",DP11081101,Dnipropetrovsk,Dnipropetrovsk,,social payments,corruption,price increase,,0,0,0,N,,0,0,N
DP11081201,12.08.11,1,12.08.11,Fri,negative response,preclude,court,,,district administrative court,,,,party,,BYT,"The court decided to dismantle the tent BYТ set in the center of Dnipropetrovsk. According reshenib court, they threaten national security.",DP11081101,Dnipropetrovsk,Dnipropetrovsk,,social payments,corruption,price increase,,0,0,0,N,0,0,0,N
DP11081601,16.08.11,1,16.08.11,Tue,negative response,preclude,court,,,district administrative court,,,,party,,BYT,Court has forbidden to regional organization of BYT to held action at on the occasion of the 20th anniversary of Ukraine's independence.,,Dnipropetrovsk,Dnipropetrovsk,,Independence day,,,,0,0,0,N,,0,0,N
DP11081701,17.08.11,approximate,27.08.11,Wed,protest,blockade,neighborhood,,,,local authorities,company,,,,"Ltd. ""Granite Group""","Locals block illegal development of granite Ltd. ""Granite Group"".Dozens of farmers fall under the bulldozers, trying to stop the destruction of nature reserve ""Inguletskiy step"".",,Dnipropetrovsk,Nedayvoda village,,environment,corruption,,31,0,0,0,N,,0,0,N
DP11091401,14.09.11,1,14.09.11,Wed,negative response,preclude,court,,,Dnipropetrovsk Regional Administrative Court,,,,party,,BYT,"Dnipropetrovsk Regional Administrative Court
BYT ordered to dismantle the 10 information tents set in the city.",,Dnipropetrovsk,Dnipropetrovsk,,anti-Batkivshchyna,,,,0,0,0,N,0,0,0,N
DP11092201,22.09.11,1,22.09.11,Thu,protest,picket,students,trade union,leftists,"Members of the student union ""Direct action""",,goverment,,,,Minister of Education of Tabachnik,"Members of the student union ""Direct action"" to picket against the abolition of privileges on public transportation for students, against commercialization of education.",,Dnipropetrovsk,Dnipropetrovsk,15:00,education,,,5,0,0,0,N,8,0,0,N
DP11092202,22.09.11,1,22.09.11,Thu,protest,vandalism,unknown,,,,,,,,,,"On the night of August 22, 2011 unknown persons destroyed monument to the victims of Holodomor 1932-1933.",,Dnipropetrovsk,Apostolove,,Ukrainian nationalism,,,,0,0,0,Y,0,0,0,N
DP11092203,22.09.11,1,22.09.11,Thu,protest,picket,,party,rightists,Svoboda,local authorities,company,,,,Steel Mill. Dzerzhinsky,"Dniprodzerzhynsk organization party ""Svoboda"" event held in support of Ukrainian steelmakers including Steel Mill workers. Dzerzhinsky under the slogan ""Ukrainian metallurgists - European salaries""",,Dnipropetrovsk,Dniprodzerzhynsk,,wage increase,,,9,0,0,0,N,,0,0,N
DP11092401,24.09.11,1,24.09.11,Sat,protest,motorcade,,NGO,,"""Phoenix""",local authorities,local authorities,,,,,"Members of the NGO ""Phoenix"" held a rally in support of environmental transport.",,Dnipropetrovsk,Dnipropetrovsk,,environment,,,,0,0,0,N,8,0,0,N
DP11092801,28.09.11,1,28.09.11,Wed,protest,break in,neighborhood,,,Farmers of Yelyzavetivka,local authorities,local authorities,,,,Deputies of Yelyzavetivka village council,More than a hundred farmers with cries of shame MPs expelled from the hall to prevent the illegal conduct of village council session of September 28.,,Dnipropetrovsk,Yelyzavetivka village,,local self-government,,,99,0,0,0,N,,0,0,N
DP11092901,29.09.11,1,29.09.11,Thu,protest,rally,"Chernobyl, veterans",NGO,,"veterans of the Afghan, army airborne troops, veterans and Border liquidators of the Chernobyl disaster, ""Nobody accept us"", ""Union Chornobyl""",local authorities,goverment,,,,goverment and parlament,"Rally against the abolition of privileges. Attended by veterans of the Afghan, army airborne troops, veterans and Border liquidators of the Chernobyl disaster.",,Dnipropetrovsk,Dnipropetrovsk,,social payments,,,199,0,0,0,N,,0,0,N
DP11100301,03.10.11,1,03.10.11,Mon,protest,picket,,party,rightists,Svoboda,local authorities,local authorities,,,,Dniprodzerzhynsk city council and administration,Activists protested against reforms of public health in their city.,,Dnipropetrovsk,Dniprodzerzhynsk,,public health ,,,,0,0,0,N,,0,0,N
DP11100601,06.10.11,1,06.10.11,Thu,protest,rally,citizens,,,,,government,,,,,Activists protested against reforms of public health in their city.,,Dnipropetrovsk,Dniprodzerzhynsk,,public health ,,,,0,0,0,N,,0,0,N
DP11102701,27.10.11,1,27.10.11,Thu,negative response,break in,state forces,,,SBU,,,company,,,,"SBU broke into apartment of one of the officials of the company Joint Energetical Systems of Ukraine, who worked with Tymoshenko.",,Dnipropetrovsk,Dnipropetrovsk,,pro-Tymoshenko,,,,0,0,0,N,,0,0,Y
DP11110301,03.11.11,1,03.11.11,Thu,negative response,preclude,court,,,,,,"Chernobyl, veterans",,,,Protest action near region state administration was prohibited.,,Dnipropetrovsk,Dnipropetrovsk,,social payments,,,,0,0,0,N,0,0,0,N
LG11032103,21.03.11,2,25.03.11,Mon,protest,motorcade,"small business, students, teachers",NGO,,"""Fight back"" (Vidsich), Association of Ukrainian banks, Union of Officers, Union of veterans",government,government,,,,,"A motorcade, supported by students, entrepreneurs, independent trade unions, teachers etc. left from Luhansk and Lviv for Kyiv. Protesters demanded various civil rights and liberties and criticized government",LG11032103,Luhansk,Luhansk,12:00,anti-government,civic liberties,taxes,49,0,0,0,N,,0,0,N
DP11112101,21.11.11,1,21.11.11,Mon,protest,rally,neighborhood,party,,"Party of regions, neighborhood of the village",,local authorities,,,,Village council,Citizens gathered regarding the problem of big trucks going through the village and destroying the road and houses of the people. they wanted referendum regarding distrust to the village council,DP11112101,Dnipropetrovsk,Yelyzavetivka village,,traffic regulation,,,,0,0,0,N,,0,0,N
DP11112201,22.11.11,1,22.11.11,Tue,protest,blockade,neighborhood,,,neighborhood of the village,,local authorities,,,,,people blocked the road protesting against big trucks going through the village and destroying the road and people's houses,DP11112101,Dnipropetrovsk,Yelyzavetivka village,,traffic regulation,,,,0,0,0,N,,0,0,N
DP11112202,22.11.11,1,22.11.11,Tue,protest,rally,,"party, NGO",,"BYT, Front of Changes Party, Our Ukraine Party",,government,,,,,"people gathered to celebrate so called Day of Freedom - the anniversary of the Orange Revolution. They protested against dictatorship, violation of civic liberties, against political repressions, and for the freedom of speech",,Dnipropetrovsk,Dnipropetrovsk,11:30-13:31,Orange Revolution,civic liberties,freedom of speech,201,0,0,0,N,,0,0,N
DP11121401,14.12.11,approximate,14.12.11,Wed,negative response,harass,law-enforcement,,,SBU,,,Chernobyl,,,,Chernobyls are harassed for participation in protest actions by being checked if their status is legal.,Chernobyl,Dnipropetrovsk,Dnipropetrovsk,,social payments,,,,0,0,0,N,,0,0,N
DP11122001,20.12.11,1,20.12.11,Tue,negotiation,promise,company,,,Dnipro bus plant,,,workers,,,Dnipro bus plant,Company and workers signed an agreement which has to stop numerous violations of workers' labor rights.,,Dnipropetrovsk,Dniprodzerzhynsk,,labor rights,,,,0,0,0,N,0,0,0,N
DP11122201,22.12.11,2,,Thu,protest,strike,workers,,,Dnipro bus plant,company,company,,,,Dnipro bus plant,Workers started a strike against wage arrears.,,Dnipropetrovsk,Dnipropetrovsk,7:30,wage arrears,,,,0,0,0,N,,0,0,N
IF11010801,08.01.11,1,08.01.11,Sat,negative response,arrest,law-enforcement,,,police,,,,NGO,rightists,Tryzub,activists of Tryzub were arrested in relation to beheaded Stalin monument in Zaporizhzhya,Headless Stalin,Ivano-Frankivsk,Rohatyn,,Ukrainian nationalism,anti-Communism,,,3,0,0,N,,0,0,N
IF11011801,18.01.11,1,18.01.11,Tue,protest,symbolic,students,NGO,,"NGO ""Ukrainian Vector"", Ukrainian Students' Union",,,,,,,"There was a flash-mob for active civic position. Some mobbers wore paper bags on their heads, which symbolized narrow-minded population, and other took these bags off the heads.",,Ivano-Frankivsk,Ivano-Frankivsk,,civic liberties,,,,0,0,0,N,,0,0,N
IF11012701,27.01.11,1,27.01.11,Thu,protest,picket,,NGO,,"NGOs ""Ukrainian Vector"" and unnamed others",local authorities,"government, state forces",,,,Regional State Administration of Ivano-Frankivsk,"During the picket called ""I'm a patriot too!"" activists protested against political repressions and unjustice (especially in the case of ""Tryzub"" process). They showed support to the patriotic slogans and statemetns, asking if they were going to be inprisoned too.",Headless Stalin,Ivano-Frankivsk,Ivano-Frankivsk,,police abuse,civic liberties,Ukrainian nationalism,31,0,0,0,N,31,0,0,N
IF11012702,27.01.11,1,27.01.11,Thu,protest,attack,unknown,,,unknown man,,local authorities,,,,assistant chief of Welfare Department of Regional State Administration,Unknown man poured over a woman-official with sulfuric acid.,IF11012702,Ivano-Frankivsk,Ivano-Frankivsk,,orphans,disabled rights,,1,0,0,0,N,0,0,0,Y
IF11012703,27.01.11,1,27.01.11,Thu,protest,attack,unknown,,,unknown man,,state enterprise,,,,principal of orphanage for disabled,Unknown man poured over a man-official with sulfuric acid.,IF11012702,Ivano-Frankivsk,Sniatyn,,orphans,disabled rights,,1,0,0,0,N,0,0,0,Y
IF11021101,11.02.11,approximate,11.02.11,Fri,protest,tent camp,citizens,,,people who lost their dwelling 20 years ago,local authorities,local authorities,,,,,"A family Grynkiv have been evicted from the dormitory 20 years ago and, despite the promises, have not been given a new flat. Since that time, they put tent camp in front of administrative building to ask for justice.",,Ivano-Frankivsk,Ivano-Frankivsk,,housing rights,,,3,0,0,0,N,,0,0,N
IF11021201,12.02.11,1,12.02.11,Sat,protest,bomb,unknown,,,,,"small business, politician",,,,businessman and deputy Myhailjuk,"There were 2 explosions in cafe ""Vitaminne"" and ""Small Paris"". Though nothing is known about shot-firers and their goals, the accident is probably connected with the person of the owner of cafes, deputy Myhailjuk, who is well known for several conflicts with community around development projects and privatization.",,Ivano-Frankivsk,Kolomyya,,development projects,privatization,,,0,0,0,Y,0,0,0,Y
IF11022201,22.02.11,1,22.02.11,Tue,protest,symbolic,students,NGO,rightists,Student's Svoboda,,government,,,,Minister of Education D.Tabachnyk,"Students launched a portrait of Tabachnyk on balloons, wishing him to leave Ukraine.",,Ivano-Frankivsk,Ivano-Frankivsk,,anti-Tabachnyk,language,,,0,0,0,N,,0,0,N
IF11022301,23.02.11,1,23.02.11,Wed,protest,picket,,"party, NGO",rightists,"KUN, Batkivshchyna",law-enforcement,"law-enforcement, government",,,,Regional Department of Ministry of Home Affairs,"There was a protest against the illegal arrests of ""Tryzub"" members",Headless Stalin,Ivano-Frankivsk,Ivano-Frankivsk,,police abuse,,,101,0,0,0,N,,0,0,N
IF11022401,24.02.11,1,24.02.11,Thu,protest,picket,citizens,,,,local authorities,government,,,,"Regional State Administration, President","Before the event of communication of the President with people, activists decided to draw his attention to such awkward questions as breaking his promises about increasing wages and welfare.",,Ivano-Frankivsk,Ivano-Frankivsk,,social payments,wage increase,,51,0,0,0,N,,0,0,N
IF11022801,28.02.11,1,28.02.11,Mon,protest,picket,students,trade union,leftists,"Student trade union ""Direct Action""",local authorities,government,,,,"Verkhovna Rada, Ministry of Education","Students gathered to remind the parliament of its promises concerning a new education legislation. The event was held in different cities throughout Ukraine, including Ivano-Frankivsk",IF11022801,Ivano-Frankivsk,Ivano-Frankivsk,,education,,,,0,0,0,N,,0,0,N
IF11031501,15.03.11,1,15.03.11,Tue,protest,blockade,neighborhood,,,Parents of students of a local school,local authorities,local authorities,,,,Ivano-Frankivsk Regional State Administration,"The parents of students of a school in Bodnariv have blocked the Stryy-Chernivtsi highway to demand the building of a new school building. They wished to protect their kids' safety, as the old school buildings are located on the opposite sides of the highway and students have to cross the dangerous road",,Ivano-Frankivsk,Bodnariv,10:00 - 11:00,education,development projects,,,0,0,0,N,,0,0,N
IF11032301,23.03.11,1,23.03.11,Wed,protest,picket,small business,NGO,,"Civic association ""Mazepy-market""",local authorities,local authorities,,,,Ivano-Frankivsk City Council Executive Commitee,Enterpreneurs and local residents have gathered near the City Council to protest against construction of a new building in the district,IF11032301,Ivano-Frankivsk,Ivano-Frankivsk,,development projects,,,49,0,0,0,N,,0,0,N
IF11032302,23.03.11,1,23.03.11,Wed,negotiation,promise,local authorities,,,Mayor Viktor Anushkevychus,,,small business,,,"Protesters of civic association ""Mazepy-market""",The mayor promised to take all the demands into account and to approve a legal decision,IF11032301,Ivano-Frankivsk,Ivano-Frankivsk,,development projects,,,,0,0,0,N,,0,0,N
IF11040101,01.04.11,1,01.04.11,Fri,protest,picket,,"party, NGO",rightists,"Trident, NU, Bat'kivschyna, Svoboda, UNA",local authorities,government,,,,Ukrainian prosecution service,"Activists have rallied in support of nationalists in Zaporizzhya, who were facing trial that day, and against the judicial system and prosecution in general",,Ivano-Frankivsk,Ivano-Frankivsk,,civic liberties,anti-government,,,0,0,0,N,,0,0,N
IF11040401,04.04.11,1,04.04.11,Mon,protest,vandalism,football fans,,,Underage football fans,,local authorities,,,,Ivano-Frankivsk City Executive Commitee,Three underage football fans have vandalized the local executive commitee with football-related slogans,IF11040401,Ivano-Frankivsk,Ivano-Frankivsk,,sport,,,,0,0,0,Y,,0,0,N
IF11040402,04.04.11,1,04.04.11,Mon,negative response,arrest,state forces,,,Police security guards,,,football fans,,,Underage football fans,The security officers have caught the vandals.,IF11040401,Ivano-Frankivsk,Ivano-Frankivsk,,sport,,,,0,0,0,N,,0,0,N
