ID,Event date,Day,Action,Actor,Actor specified ,Target,Target specified,Event,Oblast,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,,,,,,
CN 30,23-Mar-2010,Tue,picket,mass-media,"""Our land"" (""Наш край"") newspaper",local authorities,"Chernihiv state administration, Chernihiv district council","journalists from ""Our land"" newspaper picketed Chernihiv state administration, protesting against attempts to deprive work collective of the newspaper of the status of co-founder (that would make the newspaper the mouthpiece of BYT).",Chernihiv,Chernihiv,freedom of speech,,11:00,,0,0,0,N,,0,0,,,,,,
CN 31,25-Mar-2010,Thu,march,"students, party, rightists","students ""Svoboda"", Autonomous resistance, Ukrainian students' union",politician,Minister of education Dmytro Tabachnyk,"students marched from Chernihiv theater to Chernihiv regional council, protesting against minister of education Dmytro Tabachnyk.",Chernihiv,Chernihiv,anti-Tabachnyk,,,,0,0,0,N,,0,0,,,,,,
CN 32,25-Mar-2010,Thu,rally,"students, party, rightists","students ""Svoboda"", Autonomous resistance, Ukrainian students' union",politician,Minister of education Dmytro Tabachnyk,"march against Tabachnyk finished near Chernihiv regional council, where a rally has been carried out.",Chernihiv,Chernihiv,anti-Tabachnyk,,,,0,0,0,N,,0,0,,,,,,
CN 33,14-Apr-2010,Wed,march,"rightists, party","autonomous nationalists, Svoboda",government,,"autonomous nationalists and Svoboda members marched from the city theater to the House of trade unions, protesting against new Labour Code",Chernihiv,Chernihiv,labor rights,,,,0,0,0,N,,0,0,,,,,,
CN 34,14-Apr-2010,Wed,picket,"rightists, party","autonomous nationalists, Svoboda",trade union,Federation of trade unions of Chernihiv region,"after the march, protesters picketed the House of trade unions",Chernihiv,Chernihiv,labor rights,,,,0,0,0,N,,0,0,,,,,,
CN 35,18-Apr-2010,Sun,destroy,neighborhood,"residents of the Mir avenue, 17, 17-A",company,construction company,"residents of the Mir avenue, 17, 17-A destroyed fence at the construction site, situated at the playground near their houses.",Chernihiv,Chernihiv,development projects,,,,0,0,0,Y,,0,0,,,,,,
CN 36,29-Apr-2010,Thu,picket,neighborhood,"residents of the Mir avenue, 17, 17-A",local authorities,Chernihiv city council,"residents of the Mir avenue, 17, 17-A protested against a construction near their houses. This construction situated at the playground, so the residents hunged to dry children clothes in a square near city council.",Chernihiv,Chernihiv,development projects,,,,0,0,0,N,,0,0,,,,,,
CN 37,5-May-2010,Wed,picket,"workers, trade union","workers of ""Bilkozyn"" plant and their trade union",state enterprise,"""Bilkozyn"" plant","workers picketed ""Bilkozyn"" plant, demanding to pay them 3-month's wage arrears and rise their wages. If their demands are not executed, they will start a strike.",Chernihiv,Pryluky,wage arrears,,,251,0,0,0,N,,0,0,,,,,,
CN 38,8-May-2010,Sat,symbolic,leftists,antifascists,,,"Chernihiv antifascists held an action in memory of activists, killed by neonazi in the last years.",Chernihiv,Chernihiv,neofascism,,,,0,0,0,N,,0,0,,,,,,
CN 39,9-May-2010,Sun,march,leftists,antifascists,,,"ar Victory Day antifascists took part in veterans' parade, telling to the publics about the crimes of neonazi.",Chernihiv,Chernihiv,WW2,,,,0,0,0,N,,0,0,,,,,,
CN 4,7-Nov-2009,Sat,rally,party,Chernihiv regional organization of the Congress of Ukrainian Nationalists,local authorities,,Chernihiv regional organization of the Congress of Ukrainian Nationalists held a protest that took place near the monument to Shevchenko. The main requirement of the collection - to prevent homosexuality and pedophilia in Ukraine and ban political parties and movements that support it,Chernihiv,Chernihiv,LGBT,,,19,0,0,0,N,,0,0,,,,,,
CN 40,12-May-2010,Wed,destroy,neighborhood,"residents of the Mir avenue, 17, 17-A",company,construction company,Citizens destroyed the wall around the construction site and rebuild a part of playground,Chernihiv,Chernihiv,development projects,,,31,0,0,0,Y,31,0,0,,,,,,
CN 41,11-May-2010,Tue,preempt,state forces,Chernihiv State Auto Inspection (ДАІ),party,BYT,state forces stopped buses with demonstrators which were going to Kyiv,Chernihiv,Chernihiv-Kiev highway,anti-government,,,,0,0,0,N,,0,0,,,,,,
CN 42,11-May-2010,Tue,statement,state forces,Chernihiv State Auto Inspection (ДАІ),,,state forces claimed they didn't prevent buses wth demonstrants to go to Kyiv,Chernihiv,Chernihiv,anti-government,11-May-2010,,,0,0,0,N,,0,0,,,,,,
CN 43,13-May-2010,Thu,destroy,"neighborhood, rightists","residents of the Mir avenue, 17, 17-A, Patriot of Ukraine",company,construction company,neighborhood together with activists from Patriot of Ukraine broke fence around the construction site,Chernihiv,Chernihiv,development projects ,,,,0,0,0,Y,,0,0,,,,,,
CN 44,14-May-2010,Fri,obstruction,neighborhood,"residents of the Mir avenue, 17, 17-A",company,construction company,inhabitants of neighbor houses built a barricade near the  construction site,Chernihiv,Chernihiv,development projects ,12-May-2010,,,0,0,0,N,,0,0,,,,,,
CN 45,14-May-2010,Fri,beating,company,representatives of the construction company,neighborhood,"residents of the Mir avenue, 17, 17-A","representatives of the construction company beat women, who were protesting against construction.",Chernihiv,Chernihiv,development projects ,12-May-2010,,,0,,0,N,,0,0,,,,,,
CN 46,16-May-2010,Sun,symbolic,NGO,Democratic Alliance and others,local authorities,Chernihiv city council,"several NGO's held a flesh mob, trying to draw attention to the problem of passive smoking and demanding from city council to extend non-smoke zones",Chernihiv,Chernihiv,public health,,,,0,0,0,N,,0,0,,,,,,
CN 47,17-May-2010,Mon,rally,"party, neighborhood","UNP, residents of the Mir avenue, 17, 17-A",company,construction company,UNP together with neighborhood held a protest action against construction.,Chernihiv,Chernihiv,development projects ,,,,0,0,0,N,,0,0,,,,,,
CN 48,17-May-2010,Mon,accede,local authorities,Chernihiv city council,"party, neighborhood","UNP, residents of the Mir avenue, 17, 17-A","after the inquiry of UNP deputies about construction at the Mir avenue, city council examined this question and decided to temporaly stop works at this site.",Chernihiv,Chernihiv,development projects ,,,,0,0,0,N,0,0,0,,,,,,
CN 49,17-May-2010,Mon,picket,party,"VO ""Svoboda"", Comittee of Civic Resistance",local authorities,"Chernihiv regional administration
","""Svoboda"" activists held a picket, warning the authorities against infringement the interests of Ukraine at the meeting of Ukrainian and Russian presidents.",Chernihiv,Chernihiv,Ukrainian nationalism,,,,0,0,0,N,,0,0,,,,,,
CN 5,7-Nov-2009,Sat,rally,"leftists, party",,,,rally of the Chernihiv leftists on the occasion of the October Revolution anniversary,Chernihiv,Chernihiv,Soviet holiday,,,199,0,0,0,N,,0,0,,,,,,
CN 50,17-May-2010,Mon,march,party,"VO ""Svoboda""",foreign country,Russian consulate general in Chernihiv,"after the picket near the regional administration, ""Svoboda"" marched to Russian consulate to finish protest action.",Chernihiv,Chernihiv,Ukrainian nationalism,,,,0,0,0,N,,0,0,,,,,,
CN 51,18-May-2010,Tue,vandalism,unknown,,,,at the Memorial Day of political repression victims somebody wrote antisemitic slogans and drew Ukrainian trident at the monument of Lenin,Chernihiv,Chernihiv,anti-Communism,,,,0,0,0,Y,,0,0,,,,,,
CN 52,21-May-2010,Fri,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,22-May-2010,Sat,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,23-May-2010,Sun,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,24-May-2010,Mon,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,25-May-2010,Tue,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,26-May-2010,Wed,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 52,27-May-2010,Thu,strike,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant",strikers want to improve the labor standards and get their wages,Chernihiv,Pryluky,wage arrears,,7:30,499,0,0,0,N,,0,0,,,,,,
CN 53,21-May-2010,Fri,rally,"workers, local authorities, government, trade union","workers of the ""Bilkozin"" plant, Chernihiv local authorities, NSPP",state enterprise,"the administration of the ""Bilkozin"" plant","strikers held a rally together with representatives of local authorities, NSPP and trade union leaders, all of whom supported them",Chernihiv,Pryluky,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 54,21-May-2010,Fri,negotiation,"workers, trade union","workers and trade union of the ""Bilkozin"" plant",state enterprise,"the administration of the ""Bilkozin"" plant","workers negotiated with the employer, the last could not gibe any explanations, why wages had not been paid, so workers came to the decision to continue their strike.",Chernihiv,Pryluky,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 55,21-May-2010,Fri,symbolic,rightists,Authonomous Resistance,,,the protest against censure in media,Chernihiv,Chernihiv,freedom of speech,,,,0,0,0,N,,0,0,,,,,,
CN 56,27-May-2010,Fri,accede,state enterprise,"the administration of the ""Bilkozin"" plant","workers, trade union ","workers and trade union of the ""Bilkozin"" plant","the administration agreed on the demands of the strikers, wage arrears has been paid.",Chernihiv,Pryluky,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 57,31-May-2010,Mon,march,rightists,“Patriot of Ukraine”,,,"activists of Patriot of Ukraine held a march ""For healthy family"", aimed against liberal values.",Chernihiv,Chernihiv,neofascism,,,,0,0,0,N,,0,0,,,,,,
CN 58,31-May-2010,Mon,rally,rightists,“Patriot of Ukraine”,,,"March ""For healthy family"" ended with a rally.",Chernihiv,Chernihiv,neofascism,,,,0,0,0,N,,0,0,,,,,,
CN 59,31-May-2010,Mon,picket,small business,owners of alcohol shops,local authorities,Chernihiv city council,"protesters demanded to return 100 working places to those, who worked in alcohol tents.",Chernihiv,Chernihiv,small business rights,,,,0,0,0,N,,0,0,,,,,,
CN 6,16-Nov-2009,Mon,symbolic,rightists,,,," on the night 15/16 november (the eve of the World Toleration Day), unknown radical rightists wrote across the city slogans like ""patriots are against toleration"", ""youth is untolerant"", ""tolerast is not ukrainian"", claiming toleration to be a disease",Chernihiv,Chernihiv,neofascism,,,,0,0,0,N,0,0,0,,,,,,
CN 60,24-Jun-2010,Thu,picket,"party, NGO","SPU, Party of the Childrens of the war, ""Civil thought""",local authorities,Chernihiv city council,activists protested against raising water rates for 51% and failure to execute the law about social protection of the childrens of the war.,Chernihiv,Chernihiv,public utilities,,9:00,,0,0,0,N,,0,0,,,,,,
CN 61,24-Jun-2010,Thu,picket,party,CPU,local authorities,Chernihiv city council,CPU held their own picket in the same time with SPU. Activists from two parties quarreled.,Chernihiv,Chernihiv,public utilities,,9:30,,0,0,0,N,,0,0,,,,,,
CN 62,25-Jun-2010,Fri,symbolic,initiative group,"""We understand human rights""",state forces,Chernihiv regional MIA,"activists placed black stele with an inscription ""to the victims of tortures in police"" and flowers near the building of Chernihiv regional MIA. An action is dedicated to th International day of support of the torture victims.",Chernihiv,Chernihiv,police abuse,,,,0,0,0,N,,0,0,,,,,,
CN 63,30-Jul-2010,Fri,picket,"party, NGO",,local authorities,Chernihiv regional council,several right-wing parties and NGO's held a protest action againts raising gas prices.,Chernihiv,Chernihiv,public utilities,,,11,0,0,0,N,,0,0,,,,,,
CN 64,30-Jul-2010,Fri,picket,"party, NGO",,local authorities,Chernihiv regional council,"some activists held an action, dedicated to animal rights",Chernihiv,Chernihiv,animal rights,,,11,0,0,0,N,,0,0,,,,,,
CN 65,30-Jul-2010,Fri,symbolic,party,UNP,local authorities,Chernihiv regional council,"UNP activists held an action, protesting against allocation of land lots in historical sites.",Chernihiv,Chernihiv,development projects,,,2,0,0,0,N,,0,0,,,,,,
CN 66,9-Aug-2010,Mon,strike,workers,workers of Chernihiv trolleybus department,local authorities,,"workers started strike, demanding to pay them their wages.",Chernihiv,Chernihiv,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 66,10-Aug-2010,Tue,strike,workers,workers of Chernihiv trolleybus department,local authorities,,"workers started strike, demanding to pay them their wages.",Chernihiv,Chernihiv,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 66,11-Aug-2010,Wed,strike,workers,workers of Chernihiv trolleybus department,local authorities,,"workers started strike, demanding to pay them their wages.",Chernihiv,Chernihiv,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 67,11-Aug-2010,Wed,preclude,court,Desniansky district court of Chernihiv,workers,workers of Chernihiv trolleybus department,By the decision of Desniansky district court the strike of trolleybus drivers was considered illegal.,Chernihiv,Chernihiv,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 68,12-Aug-2010,Thu,resign,workers,workers of Chernihiv trolleybus department,local authorities,,after the court decision workers of trolleybus department stopped strike.,Chernihiv,Chernihiv,wage arrears,,,,0,0,0,N,,0,0,,,,,,
CN 69,16-Aug-2010,Mon,vandalism,unknown,,,,unknown persons drew anti-communist and racist symbolics and slogans on the monument of Lenin,Chernihiv,Chernihiv,anti-Communism,,,,0,0,0,Y,0,0,0,,,,,,
CN 7,19-Nov-2009,Thu,march,leftists,anti-fascists,,,"the demo to honour the memory of murdered Russian antifascist Ivan ""Bonebreaker"" Khutorskoy, held by antifascists, took place in Chernihiv. In silence, holding the banners (""Vanya`s portrait - 16th of November has been killed by nazis"", ""We won`t forget, we won`t forgive 16.11.2009""), antifascists has walked down the central city`s streets, giving a leaflets, explaining the situation to passers-by (who couldn`t understand what was going on).
",Chernihiv,Chernihiv,neofascism,16-Nov-2009,,,0,0,0,N,,0,0,,,,,,
CN 70,24-Aug-2010,Tue,rally,party,CPU,,,"CPU members and supporters held a rally, dedicated to Independence Day",Chernihiv,Chernihiv,Independence Day,,,,0,0,0,N,,0,0,,,,,,
CN 71,31-Aug-2010,Tue,vandalism,rightists,autonomous nationalists,company,"bank ""finances and credits""","activists pelted Chernihiv department of the bank ""Finances and credits"" with lamps filled with paints in support with the workers of Poltava Ore-dressing Complex",Chernihiv,Chernihiv,labor rights,,,,0,0,0,Y,0,0,0,,,,,,
CN 72,9-Sep-2010,Thu,rally,"small business, trade union",Chernihiv trade union of businesmen,government,,"Traders, carriers and other small businesmen protested against the new Tax Code",Chernihiv,Chernihiv,taxes,,,,0,0,0,N,,0,0,,,,,,
CN 73,8-Sep-2010,Wed,vandalism,unknown,,politician,,somebody pelted with white paint the board with a portraait of one of the candidates for mayor Kyrychenko,Chernihiv,Chernihiv,anti-Kyrychenko,,,,0,0,0,Y,0,0,0,,,,,,
CN 74,17-Sep-2010,Fri,picket,"party, rightists","Svoboda, Autonomous resistance",law-enforcement,Procecutor's office of Chernihiv region,"activists picketed the Procecutor's office, protesting against extradition of the political prisoner Alexey Makarov to Russia.",Chernihiv,Chernihiv,civic liberties,,,11,0,0,0,N,,0,0,,,,,,
CN 75,22-Sep-2010,Tue,rally,"small business, trade union","Chernihiv trade union of businesmen, traders form the market ""Nyva""",government,The Supreme Council of Ukraine (Verkhovna Rada),"traders of the market ""Nyva"" held a warning rally, protesting against the new Tax Code.",Chernihiv,Chernihiv,taxes,,,,0,0,0,N,,0,0,,,,,,
CN 76,4-Oct-2010,Mon,rally,rightists,Ukrainian nationalists,government,,"The Ukrainian nationalists of Chernihiv gathered at the centre of the city to protest against a law project ""on languages"".",Chernihiv,Chernihiv,Russian language,,,,0,0,0,N,,0,0,,,,,,
CN 77,18-Oct-2010,Mon,rally,"party, NGO, rightists","Svoboda, ""Patriot of Ukraine"", ""Prosvita"", ""Vidsich""",government,,"The Ukrainian nationalists of Chernihiv gathered again at the centre of the city to protest against a law project ""on languages"".",Chernihiv,Chernihiv,Russian language,,,,0,0,0,N,,0,0,,,,,,
CN 78,14-Oct-2010,Thu,march,rightists,,,,The youth rightists held a march dedicated to UPA.,Chernihiv,Chernihiv,OUN-UPA,,,,0,0,0,N,,0,0,,,,,,
CN 79,23-Oct-2010,Sat,ultimatum,small business,husband and wife,"local authorities, company",Chernihivavtoservise,"The woman threatens to burn the van and herself on Oct 27th, if their demands are not met.",Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 8,21-Nov-2009,Sat,march,rightists,Neo-Nazi,,,"Chernihiv' neonazi organized so-called ""march of the healthy youth"". March was legal, and police protected nazi activists from antifascists ",Chernihiv,Chernihiv,public health,,,,0,0,0,N,,0,0,,,,,,
CN 80,22-Oct-2010,Fri,hunger strike,small business,husband and wife,"local authorities, company",Chernihivavtoservise,The improvised van camp and the hunger strike of the family of transporters continues.,Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 80,23-Oct-2010,Sat,hunger strike,small business,husband and wife,"local authorities, company",Chernihivavtoservise,"A family of private entrepreneurs had been deprived of a licence for the passangers transportation business, which they had been doing on their van for 20 years. To protest against the general director of a big company, who carried out the decision against them, they placed their van at the central square of Chernihiv and started a hunger strike. Moreover the woman threatens to burn the van and herself on Oct 27th, if their demands are not met.",Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 80,24-Oct-2010,Sun,hunger strike,small business,husband and wife,"local authorities, company",Chernihivavtoservise,The improvised van camp and the hunger strike of the family of transporters continues.,Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 80,25-Oct-2010,Mon,hunger strike,small business,husband and wife,"local authorities, company",Chernihivavtoservise,The improvised van camp and the hunger strike of the family of transporters continues.,Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 80,26-Oct-2010,Tue,hunger strike,small business,husband and wife,"local authorities, company",Chernihivavtoservise,The improvised van camp and the hunger strike of the family of transporters continues.,Chernihiv,Chernihiv,small business rights,,,2,0,0,0,N,,0,0,,,,,,
CN 81,27-Oct-2010,Wed,accede,"local authorities, company",Chernihivavtoservise,small business,husband and wife,The company gave back the family of transporters the right to work as they did before.,Chernihiv,Chernihiv,small business rights,,,,0,0,0,N,0,0,0,,,,,,
CN 82,28-Oct-2010,Thu,arson,unknown,,party,CPU,The entrance to a CPU office was set on fire by the unknown. The CPU accuse the rightsists of this action.,Chernihiv,Chernihiv,electoral,,,,0,0,0,Y,,0,0,,,,,,
CN 83,4-Nov-2010,Thu,arson,unknown,,party,Batkivshchyna,"The Batkivshina candidate won the local elections, soon after this her farming business was set on fire. The party believe that this was done by the ruling Party of Regions.",Chernihiv,Kolisnyky village,electoral,,,,0,0,0,Y,,0,0,,,,,,
CN 84,4-Nov-2010,Thu,picket,citizens,employees of Prylutsk City House of Culture,local authorities,the mayor,The head of city executive commitee fired the head of the City House of Culture O.Dubovyk. The employees mobilized to renew him at post.,Chernihiv,Pryluky,pro-Dubovyk,,,,0,0,0,N,,0,0,,,,,,
CN 85,16-Nov-2010,Tue,picket,small business,entrepreneurs of Chernihiv,"local authorities, government",,The entrepreneurs picketed the first session of the local council to say 'no' to the Tax Code Project.,Chernihiv,Chernihiv,taxes,,,499,0,0,0,N,,0,0,,,,,,
CN 86,17-Nov-2010,Wed,picket,"small business, trade union","entrepreneurs of Chernihiv, ""Chernihiv trade union of entrepreneurs""","local authorities, government",,The entrepreneurs continued their protest against the Tax Code Project.,Chernihiv,Chernihiv,taxes,,,,0,0,0,N,,0,0,,,,,,
CN 87,30-Nov-2010,Tue,picket,"citizens, small business",markets' traders,"local authorities, government",Chernihiv City Council,Picketers were protesting against new Tax Code during the session of the City Council. Deputies adopted appeal to the President to veto the new Tax Code which the Supreme Council had adopted .,Chernihiv,Chernihiv,taxes,,,200,0,0,0,N,,0,0,,,,,,
CN 88,7-Dec-2010,Tue,tent camp,religious institution,"parish of UPC (MP) ""mobile church"" (""походный храм"") near the Church of GreatMartyress Katherine",religious institution,"UPC (KP), Church of GreatMartyress Katherine","The perish of UPC (MP) who do not recognize the UPC (KP) have been gathering for FOUR years near the Church of GreatMartyress Katherine in their own church set up in big tents called the ""mobile church"". On the day of arrival of Primate of UPC (KP) Filaret they stated their opposition clearly by holding banners and shouting their slogans.",Chernihiv,Chernihiv,KP-MP,,,,0,0,0,N,,0,0,,,,,,
CN 89,12-Dec-2010,Sun,destroy,rightists,extreme right (xenophobic),NGO,Chernihiv citizen comittee for defence of human rights (ChGKZPL),"In the evening the unknown broke windows of the NGO office, drew swastica and wrote the name of the ""Spartak"" fan recently killed in Moscow by the Caucasians.",Chernihiv,Chernihiv,neofascism,,,,0,0,0,Y,,0,0,,,,,,
CN 9,21-Nov-2009,Sat,disrupt,leftists,anti-fascists,rightists,Neo-Nazi,"antifascists tried to disrupt neonazi's ""march of the healthy youth""",Chernihiv,Chernihiv,neofascism,,,,0,0,0,N,,0,0,,,,,,
CN 90,16-Dec-2010,Thu,hunger strike,citizens,prisoners of Novgorod-Siverska colony,state forces,prison guards and bosses,"The prisoners stand against the bad conditions in the colony - the medical service, food and etc. Moreover some of them demand right to meet some close friends or relatives.",Chernihiv,Chernihiv,civic liberties,,,39,0,0,0,N,,0,0,,,,,,
CN 91,11-Nov-2010,Sun,arson,rightists,autonoms,state forces,police base,The unknown rightists threw Molotov coctail at the local police base.,Chernihiv,Chernihiv,police abuse,,,,0,0,0,Y,0,0,0,,,,,,
CRIMEA 10,14-Oct-2009,Wed,demonstration,party,"left parties of Communists, SLS, social-democrats (united), ""Spravedlivost""",,,left parties proclamed their unity in the President`s elections,Crimea,Simferopol,electoral,,,,0,0,0,N,,0,0,,,,,,
CRIMEA 100,25-Mar-2010,Thu,fight,"NGO, neighborhood","NGO ""Polikurovsky suburb"" (""Поликуровская слободка"")","company, state forces","company ""Al"" (""Аль""), Berkut","People were trying to stop the enclosing of the hill, which was held by building company ""Al"". During their endeavours there appeared a fight between guards and neighborhood.",Crimea,Yalta,development projects,,,,0,5,0,N,,0,0,,,,,,
CRIMEA 101,26-Mar-2010,Fri,rally,"NGO, neighborhood","NGO ""Polikurovsky suburb"" (""Поликуровская слободка"")","local authorities, company","company ""Al"" (""Аль"")","Activists demanded from local authorities not to prolong the validity of a treaty with the building company ""Al"". Protesters deprecated the building in the territory of Polikurov hill, because of fear of soil changing.",Crimea,Yalta,development projects,25-Mar-2010,,,0,0,0,N,,0,0,,,,,,
CRIMEA 102,30-Mar-2010,Tue,rally,Russian nationalists,"social-political movement ""Russian unity"", ""Russian community of Crimea""",foreign country,Russian Consulate General in Simferopol,Participants of the action commemorated victims of two acts of terror in Moscow subway.,Crimea,Simferopol,Russian nationalism,29-Mar-2010,,301,0,0,0,N,,0,0,,,,,,
CRIMEA 103,29-Mar-2010,Mon,symbolic,"environmentalists, NGO","Club of Young Leaders (""Клуб молодых лидеров""), ""Ecology and World"" («Экология и мир»)",,,"In order to observe ""An Hour of Earth"" participants of the event bricked with candles numerals of *60* as a symbol of 60 minutes without electric light.",Crimea,Simferopol,environment,29-Mar-2010,20.30-21.30,,0,0,0,N,,0,0,,,,,,
CRIMEA 104,30-Mar-2010,Tue,picket,"leftists, trade union","Organization of Marxists, anarchists, trolleybus workers trade-union",government,Representative office of the President of Ukraine in Crimea,Protest against adoption of the new Labor Code significantly reducing labor and independent trade-union rights,Crimea,Simferopol,labor rights,,,31,0,0,0,N,,0,0,,,,,,
CRIMEA 105,30-Mar-2010,Tue,picket,"students, Russian nationalists, NGO","""Russian Crimea"", ""Прийдешні"", ""Young Ukraine""",government,Representative office of the President of Ukraine in Crimea,Picket in support of Minister of Education D. Tabachnyk and against Ukrainian nationalism in education and cultural policies,Crimea,Simferopol,pro-Tabachnyk,,,301,0,0,0,N,,0,0,,,,,,
CRIMEA 106,3-Apr-2010,Sat,rally,car owners,moped and scooter owners,law-enforcement,State Motor Licensing and Inspection Department (ДАІ),Moped and scooter owners carried out a protest against changes in the traffic regulations. According to these innovations motorized vehicles with engine volume less than 50 cc should be registered and a new kind of driving license is to be introduced for them specifically. The protesters demand partial cancellation of these innovations.,Crimea,Simferopol,traffic regulation,,,51,0,0,0,N,,0,0,,,,,,
CRIMEA 107,6-Apr-2010,Tue,rally,"disabled, NGO","disabled from Dnipropetrovsk, Kyiv, Donetsk, Poltava regions and from Crimea, Crimean Republican Society of the Disabled ""Hope"" (""Надежда"")",government,,Activists protested for their rights for sanatorium-resort treatment (not realized because of insufficient state financing) and unimpeded access to state institutions.,Crimea,Simferopol,disabled rights,,,51,0,0,0,N,,0,0,,,,,,
CRIMEA 108,6-Apr-2010,Tue,ultimatum,"disabled, NGO","disabled from Dnipropetrovsk, Kyiv, Donetsk, Poltava regions and from Crimea, Crimean Republican Society of the Disabled ""Hope"" (""Надежда"")",government,,"Disabled declared that in case their demands for sanatorium-resort treatment and recognition of specific needs are not fulfilled, as a protest, they will lie down under the railways.",Crimea,Simferopol,disabled rights,,,51,0,0,0,N,,0,0,,,,,,
CRIMEA 109,7-Apr-2010,Wed,rally,"disabled, NGO","disabled from Dnipropetrovsk, Kyiv, Donetsk, Poltava regions and from Crimea, Crimean Republican Society of the Disabled ""Hope"" (""Надежда"")",government,,Activists protested for their rights for sanatorium-resort treatment (not realized because of insufficient state financing) and unimpeded access to state institutions during all-Ukrainian congress of disabled organizations,Crimea,Saky,disabled rights,6-Apr-2010,,,0,0,0,N,,0,0,,,,,,
CRIMEA 109,8-Apr-2010,Thu,rally,"disabled, NGO","disabled from Dnipropetrovsk, Kyiv, Donetsk, Poltava regions and from Crimea, Crimean Republican Society of the Disabled ""Hope"" (""Надежда"")",government,,Activists protested for their rights for sanatorium-resort treatment (not realized because of insufficient state financing) and unimpeded access to state institutions during all-Ukrainian congress of disabled organizations,Crimea,Saky,disabled rights,6-Apr-2010,,,0,0,0,N,,0,0,,,,,,
CRIMEA 109,9-Apr-2010,Fri,rally,"disabled, NGO","disabled from Dnipropetrovsk, Kyiv, Donetsk, Poltava regions and from Crimea, Crimean Republican Society of the Disabled ""Hope"" (""Надежда"")","local authorities, government",City executive committee,Activists protested for their rights for sanatorium-resort treatment (not realized because of insufficient state financing) and unimpeded access to state institutions during all-Ukrainian congress of disabled organizations,Crimea,Saky,disabled rights,6-Apr-2010,,,0,0,0,N,,0,0,,,,,,
CRIMEA 11,14-Oct-2009,Wed,rally,workers,"workers of children center ""Artek""",government,Yuriy Lutsenko,"employees of ""Artek"" protested against claims by Minister for internal affairs U.Lutcenko about crimes in the center (pedofiliya)",Crimea,Artek camp,"police abuse, land",,,,0,0,0,N,,0,0,,,,,,
CRIMEA 110,8-Apr-2010,Thu,motorcade,"Russian nationalists, NGO","""Russain Unity""",,,Activists made a motorcade in the city in memory of the heroes of WW2 with symbolic events near monuments to soldiers of WW2,Crimea,Armiansk,WW2,,,,0,0,0,N,,0,0,,,,,,
CRIMEA 111,11-Apr-2010,Sun,rally,"workers, NGO",Union of Sevastopol workers (Союз рабочих Севастополя),,,Workers agitated against new Labour Code.,Crimea,Sevastopol,labor rights,,,,0,0,0,N,,0,0,,,,,,
CRIMEA 112,12-Apr-2010,Mon,motorcade,"Russian nationalists, NGO","""Russian Unity""",,,Activists made a motorcade in the city in memory of the heroes of WW2 with symbolic events near monuments to soldiers of WW2,Crimea,Kerch,WW2,,,,0,0,0,N,,0,0,,,,,,
