,ID,Event start date,One day?,Event end date,Day of the week,x,y,month,Location String,coordinates,Action type,Action,Actor-structure,Actor-form,Actor-ideology,Actor specified,Target addressee,Target criticized,Target-structure,Target-form,Target-ideology,Target specified,Event,Event series,Pavlichenko,Oblast,Location,Time,Issue 1,Issue 2,Issue 3,Public transportation,Number of protesters,Number of civilians arrested,Number of civilians injured,Number of civilians killed,Property damage,State forces involved in the conflict,Number of state forces injured,Number of state forces killed,Dubious event
433,CRIMEA13072503,2013-07-25,1,2013-07-25,Thu,33.5323928,44.5947682,55,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),negative response,imprisonment,court,,,some court,,,citizens,,,Kirnos,he was imprisoned for 60 days (but with possibility to pay bail),CRIMEA13072501,,Crimea,Sevastopol,,Ukrainian nationalism,anti-Yanukovych,,,,1.0,0.0,0,N,,0.0,0,N
434,CRIMEA13072701,2013-07-27,1,2013-07-27,Sat,35.3825775,45.0291998,55,"Crimea, Feodosia",POINT (35.3825775 45.0291998),other repression,murder,unknown,,,unknown person,,,"politician, local authorities",,,"Oleksandr Bartenev, Feodosia mayor","Unknown has severely injured Bartenev, who has subsequently died in the hospital. some say it was because of land issues",,,Crimea,Feodosia,01:00:00,land,,,,,0.0,0.0,1,N,0.0,0.0,0,Y
435,CRIMEA13072801,2013-07-28,1,2013-07-28,Sun,33.5323928,44.5947682,55,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,,,Russian nationalists,"citizens, some of them obviously Russian nationalists","foreign country, government",,,,,"Yanukovych, Putin",people greeted Yanukovych and Putin in Sevastopol,,,Crimea,Sevastopol,,Russian nationalism,pro-Putin,pro-Yanukovych,,,0.0,0.0,0,N,,0.0,0,N
436,CRIMEA13073001,2013-07-30,1,2013-07-30,Tue,33.97001182537595,45.039428650000005,55,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),other repression,attack,,NGO,,head of Republican Society of Germans of Crimea,,,journalists,,,Ereshchenko - local journalist,she was attacked while making report on raider attack. her camera was broken,,,Crimea,Simferopol,,raiders,freedom of speech,,,,0.0,0.0,0,Y,0.0,0.0,0,N
437,CRIMEA13073101,2013-07-31,1,2013-07-31,Wed,34.4030347,44.6881228,55,"Crimea, Alushta",POINT (34.4030347 44.6881228),protest,blockade,citizens,,,just people,,car owners,,,,drunk driver,driver caused accident. people blocked him to prevent his escape,,,Crimea,Alushta,,traffic regulation,,,,51.0,0.0,0.0,0,N,,0.0,0,N
438,CRIMEA13080201,2013-08-02,1,2013-08-02,Fri,33.97001182537595,45.039428650000005,56,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,symbolic,LGBT,NGO,"leftists, feminists","LGBT, leftist and student organizations",government,government,,,,government of Ukraine,Activists protested against homophobia and punishment for homosexuality. they also protested against neofascism,,,Crimea,Simferopol,,LGBT,civic liberties,neofascism,,11.0,0.0,0.0,0,N,,0.0,0,N
439,CRIMEA13080701,2013-08-07,1,2013-08-07,Wed,33.97001182537595,45.039428650000005,56,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),negative response,criminal case,law-enforcement,,,prosecutor's office of Crimea,,,citizens,,,programmer from Kyiv,Prosecution was opened against a programmer who organized DDoS attack on Party of Regions site during pre-election period,,,Crimea,Simferopol,,electoral,anti-PR,,,,0.0,0.0,0,N,0.0,0.0,0,N
440,CRIMEA13081001,2013-08-10,1,2013-08-10,Sat,33.5323928,44.5947682,56,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,,,leftists,probably some leftist activist - lack of information,foreign country,foreign country,,,,Russia,"Activists supported the socio-cultural squat in Sevastopol which is being seized by Russian Black Sea Naval, and people were harassed",KIEV13081201,,Crimea,Sevastopol,,real estate property,culture,civic liberties,,,0.0,0.0,0,N,,0.0,0,N
442,CRIMEA13081202,2013-08-12,1,2013-08-12,Mon,36.5685685,45.3162065,56,"Crimea, Kerch",POINT (36.5685685 45.3162065),protest,rally,"mass-media, journalists",,,"kerch.fm, Bryz - local mass-media",local authorities,local authorities,,,,city council,journalist protested against illegal attempts of local authorities to stop their work,CRIMEA13081202,,Crimea,Kerch,,officials' illegal actions,freedom of speech,,,,0.0,0.0,0,N,,0.0,0,N
443,CRIMEA13081203,2013-08-12,1,2013-08-12,Mon,36.5685685,45.3162065,56,"Crimea, Kerch",POINT (36.5685685 45.3162065),negative response,blockade,state forces,,,police,,,journalists,,,"Ivanenko, journalist of ""No to Corruption""","Ivanenko was ""arrested"" (in fact - blocked) after an attempt to pose a question to the mayor of Kerch about protest of journalists of Kerch.fm",CRIMEA13081202,,Crimea,Kerch,,freedom of speech,,,,,0.0,0.0,0,N,1.0,0.0,0,N
447,CRIMEA13082102,2013-08-21,1,2013-08-21,Wed,33.97001182537595,45.039428650000005,56,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,workers,,,workers of Clean City,communal enterprise,communal enterprise,,,,Chistyi Gorod,Workers demanded due conditions of work and payment of arreared wages.,,,Crimea,Simferopol,,wage arrears,labor rights,,,25.0,0.0,0.0,0,N,,0.0,0,N
448,CRIMEA13082301,2013-08-23,1,2013-08-23,Fri,33.97001182537595,45.039428650000005,56,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,ethnic minority,NGO,Tartar nationalists,"Medjilis, Crimean Tatars",government,"leftists, party",,,,"CPU, government","commemorating victims of Stalinism and Nazism, they demanded to prohibit Communist ideology and to threw CPU away from the Parliament",,,Crimea,Simferopol,,ethnic minority rights,anti-Communism,anti-CPU,,199.0,0.0,0.0,0,N,,0.0,0,N
450,CRIMEA13083101,2013-08-31,1,2013-08-31,Sat,33.5323928,44.5947682,56,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,vandalism,football fans,,rightists,Karpaty-Lviv ultras,,foreign country,,,,Russia,Karpaty-Lviv ultras hooliganed a bit in Sevastopol. They took down Russian flag from a building rented by RF Black Sea fleet.,,,Crimea,Sevastopol,,Ukrainian nationalism,,,,,0.0,0.0,0,Y,,0.0,0,N
451,CRIMEA13090401,2013-09-04,1,2013-09-04,Wed,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,,party,Russian nationalists,Russian Unity,court,"IGO, court",,,,"Leninski vic. court, NATO","Russian nationalist parties supported activists who were trialed for an 'anti-NATO' swim, when on airbeds they swam towards NATO minesweeper ships on training nearby.",CRIMEA13082901,,Crimea,Sevastopol,,Russia Customs Union,NATO,Russian nationalism,,16.0,0.0,0.0,0,N,,0.0,0,N
452,CRIMEA13090601,2013-09-06,1,2013-09-06,Fri,33.97001182537595,45.039428650000005,57,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,party,rightists,Svoboda,"foreign country, law-enforcement","foreign country, law-enforcement",,,,Russian Federation and law-enforcement,Svoboda in Crimea mobilized for 'Azov fisherman'.,Azov fisherman,,Crimea,Simferopol,,civic liberties,Ukrainian nationalism,anti-Russia,,19.0,0.0,0.0,0,N,19.0,0.0,0,N
453,CRIMEA13090602,2013-09-06,1,2013-09-06,Fri,36.5685685,45.3162065,57,"Crimea, Kerch",POINT (36.5685685 45.3162065),protest,picket,citizens,,,concerned citizens,"local authorities, law-enforcement",local authorities,,,,"police, city council deputy",Concerned citizens picketed police for punishment of local council deputy who beat people.,,,Crimea,Kerch,,police non-feasance,officials' illegal actions,,,10.0,0.0,0.0,0,N,,0.0,0,N
454,CRIMEA13091101,2013-09-11,approximate,2013-09-11,Wed,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),other repression,interrogation,law-enforcement,,,police,,,politician,NGO,environmentalists,"concerned experts, deputies and environmentalists",Police interrogates concerned experts and environmentalists who acted against sea sand development by a private company (interrogated in elation to some criminal case). They say this is a form of repression and harassment.,,,Crimea,Sevastopol,,environment,,,,,0.0,0.0,0,N,0.0,0.0,0,N
455,CRIMEA13091102,2013-09-11,1,2013-09-11,Wed,33.3550266,45.1984239,57,"Crimea, Yevpatoria",POINT (33.3550266 45.1984239),protest,symbolic,students,,,some youth,,artists,,,,graffiti-makers,"Some youth flashmobed against graffiti-makers, who spoil cultural heritage of the city",,,Crimea,Yevpatoria,,culture,,,,49.0,0.0,0.0,0,N,,0.0,0,N
456,CRIMEA13091601,2013-09-16,1,2013-09-16,Mon,33.97001182537595,45.039428650000005,57,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,journalists,,,local journalists,"local authorities, law-enforcement, government","local authorities, law-enforcement, government",,,,"council of ministers of Crimea (SovMin), other authorities, law-enforcement","Journalists in Crimea promoted freedom of speech, protested against officials' pressure on them and commemorated Gongadze.",,,Crimea,Simferopol,,officials' illegal actions,police abuse,freedom of speech,,19.0,0.0,0.0,0,N,,0.0,0,N
459,CRIMEA13091801,2013-09-18,1,2013-09-18,Wed,33.97001182537595,45.039428650000005,57,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,party,Russian nationalists,Russian unity,"local authorities, government","LGBT, IGO",,,,"authorities; EU, LGBT","Russian unity party in Simferopol rallied by Crimea parliament for Customs Union integration, against EU cooperation (relating it to LGBT).",,,Crimea,Simferopol,,EU,Russia Customs Union,anti-LGBT,,651.0,0.0,0.0,0,N,,0.0,0,N
460,CRIMEA13091802,2013-09-18,1,2013-09-18,Wed,33.97001182537595,45.039428650000005,57,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),positive response,accede,local authorities,,,Council of Ministers of Crimea,,,"scientists, neighborhood",NGO,environmentalists,concerned citizens and environmentalists,Action CRIMEA13091701 ended with success. Crimea authorities prohibited quarry development near Koktebel.,CRIMEA13091701,,Crimea,Simferopol,,environment,,,,,0.0,0.0,0,N,0.0,0.0,0,N
461,CRIMEA13092001,2013-09-20,2,2013-09-25,Fri,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,tent camp,,,environmentalists,"concerned citizens, environmentalists",government,"company, government",,,,"Ministry of ecology, sea shore sand developers",Environmentalists in Sevastopol stand against sea shore sand development. they installed tent camp near it,CRIMEA13092001,,Crimea,Sevastopol,,environment,,,,21.0,0.0,0.0,0,N,,0.0,0,N
462,CRIMEA13092002,2013-09-20,1,2013-09-20,Fri,35.3825775,45.0291998,57,"Crimea, Feodosia",POINT (35.3825775 45.0291998),protest,picket,small business,party,,"Democratic Alliance, local entrepreneurs","local authorities, law-enforcement","local authorities, company",,,,"city council, prosecution, ""Tymoshenko"" company-mediator",Small business and Democratic Alliance picketed Feodosia city council against corruption.,CRIMEA13092002,,Crimea,Feodosia,,small business rights,corruption,,,299.0,0.0,0.0,0,N,,0.0,0,N
463,CRIMEA13092003,2013-09-20,1,2013-09-20,Fri,35.3825775,45.0291998,57,"Crimea, Feodosia",POINT (35.3825775 45.0291998),protest,picket,company,,,"""Tymoshenko"" company-mediator",,,small business,party,,"Democratic Alliance, local entrepreneurs",company organized its own picket in support of its activities,CRIMEA13092002,,Crimea,Feodosia,,pro-boss,,,,,0.0,0.0,0,N,,0.0,0,N
464,CRIMEA13092101,2013-09-21,1,2013-09-21,Sat,33.97001182537595,45.039428650000005,57,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,demonstration/march,,initiative group,Russian nationalists,"""People liberation movement""",,foreign country,,,,USA,"Creative ""People liberation movement"" in Simferopol blamed USA in having occupied Ukraine and degraded national welfare!",,,Crimea,Simferopol,,welfare,anti-USA,,,11.0,0.0,0.0,0,N,,0.0,0,N
465,CRIMEA13092601,2013-09-26,approximate,2013-09-26,Thu,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),positive response,accede,government,,,state service for geology,,,,initiative group,environmentalists,"concerned citizens, environmentalists",Government prohibited sand development that environmentalists in Sevastopol protested against (CRIMEA13092001). but only for 10 (!) days,CRIMEA13092001,,Crimea,Sevastopol,,environment,,,,,0.0,0.0,0,N,0.0,0.0,0,N
466,CRIMEA13092701,2013-09-27,1,2013-09-27,Fri,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,,party,"environmentalists, Russian nationalists",concerned citizens and environmentalists and some parties (Russian Bloc),"local authorities, government","local authorities, party, company",,,,"authorities, ""Suesta"" company, PR",Concerned citizens and some parties rallied for complete prohibition of sand development near Sevastopol not just temporary prohibition that was reached (CRIMEA13092601).,CRIMEA13092001,,Crimea,Sevastopol,,environment,anti-local authorities,anti-government,,,0.0,0.0,0,N,,0.0,0,N
467,CRIMEA13092801,2013-09-28,1,2013-09-28,Sat,33.5323928,44.5947682,57,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),other repression,arson,unknown,,,"probably ""Suesta"" company",,,,party,Russian nationalists,"""Russian bloc""","""Russian bloc"" party member claims his car was burned because of protests against sand development by ""Siesta"".",CRIMEA13092001,,Crimea,Sevastopol,02:00:00,environment,,,,,0.0,0.0,0,Y,,0.0,0,Y
468,CRIMEA13100101,2013-10-01,1,2013-10-01,Tue,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,ethnic minority,"initiative group, party, NGO","leftists, Russian nationalists","'Kyivska Rus' (party), ""Union movement '17 March'"", ""Children of war of Sevastopol"", ""Walrus USSR"", ""Russian community of Sevastopol"", Communist Marxist-Leninist party",government,"party, government",,,,"ruling elite, PR","Russian nationalists and leftists in Sevastopol rallied for union with Russia, Belarus, against EU cooperation and displeased with Yanukovich and Parliament.",,,Crimea,Sevastopol,,EU,Russia Customs Union,anti-government,,199.0,0.0,0.0,0,N,,0.0,0,N
469,CRIMEA13100201,2013-10-02,1,2013-10-02,Wed,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,attack,unknown,,,"some sportsmen, Orthodox fanatics or neonatsi suspected",,art institution,,,,"""Karman"" art-centre","Unknown haters stormed a film show on Pussy Riot, beat several people and threw a smoke.",CRIMEA13100201,,Crimea,Simferopol,,neofascism,religious rights,,,35.0,0.0,4.0,0,Y,0.0,0.0,0,N
470,CRIMEA13100202,2013-10-02,1,2013-10-02,Wed,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),negative response,criminal case,law-enforcement,,,police,,,unknown,,,unknown attackers,criminal case was opened,CRIMEA13100201,,Crimea,Simferopol,,neofascism,religious rights,,,,0.0,0.0,0,N,0.0,0.0,0,N
471,CRIMEA13100701,2013-10-07,1,2013-10-07,Mon,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,religious institution,NGO,islamists,"""Hizb ut-Tahrir al-Islami"" (""Islamic party of liberation"")",,,,,,,"""Hizb ut-Tahrir al-Islami"" (""Islamic party of liberation"") rallied in Simferopol and thus promoted their ideas of Islamic state and stated about opresison of them. in fact, they planned to have indoor forum, but failed because of some rent issues",,,Crimea,Simferopol,,police abuse,Islamic fundamentalism,,,399.0,0.0,0.0,0,N,9.0,0.0,0,N
472,CRIMEA13100702,2013-10-07,1,2013-10-07,Mon,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,symbolic,citizens,,,frozen citizens,local authorities,"local authorities, government",,,,"City State Administration, President",People in Sevastopol want heating.,,,Crimea,Sevastopol,,public utilities,,,,9.0,0.0,0.0,0,N,10.0,0.0,0,N
473,CRIMEA13100801,2013-10-08,1,2013-10-08,Tue,33.3550266,45.1984239,58,"Crimea, Yevpatoria",POINT (33.3550266 45.1984239),protest,picket,car owners,,,concerned car owners,law-enforcement,law-enforcement,,,,road police,Concerned car owners in Evpatoria picketed road police registry office (MREO) against corruption.,,,Crimea,Yevpatoria,,corruption,officials' illegal actions,,,59.0,0.0,0.0,0,N,,0.0,0,N
478,CRIMEA13101305,2013-10-13,1,2013-10-13,Sun,33.50804620439108,45.25688975,58,"Crimea, Saky",POINT (33.50804620439108 45.25688975),protest,arson,unknown,,,unknonwn,,"ethnic minority, religious institution",,,,"Muslims, Crimean Tartars",In Crimea there were fires in 2 mosques within several days. specialists confirm arson,CRIMEA13101305,,Crimea,Saky,21:30:00,religious rights,anti-Tartars,,,,0.0,0.0,0,Y,0.0,0.0,0,N
479,CRIMEA13101401,2013-10-14,1,2013-10-14,Mon,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,NGO,Russian nationalists,"""Congress of Russian communities of Crimea"", ""Union of Orthodox citizens of Crimea""",ethnic minority,ethnic minority,,NGO,,"Crimean Tartars ""Medjlis""","Russian nationalists in Simferopol picketed Crimean Tartars ""Medjlis"" against some Tartar nationalist researcher V.Vozgrin work.",,,Crimea,Simferopol,10:00:00,religious rights,Russian nationalism,,,99.0,0.0,0.0,0,N,,0.0,0,N
480,CRIMEA13101402,2013-10-14,1,2013-10-14,Mon,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,,NGO,Russian nationalists,"""Ukrainian choice"", some pro-Russian activists",,"rightists, party",,,,"Svoboda, rightists",thye rallied to criticize Svoboda and rightists.,CRIMEA13101402,,Crimea,Simferopol,,OUN-UPA,anti-Svoboda,,,25.0,0.0,0.0,0,N,,0.0,0,N
481,CRIMEA13101403,2013-10-14,1,2013-10-14,Mon,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,symbolic,,NGO,Russian nationalists,"""Ukrainian choice"", some cossacs",,"rightists, party",,,,Svoboda,There at CRIMEA13101402 they burned black-red flag.,CRIMEA13101402,,Crimea,Simferopol,,OUN-UPA,anti-Svoboda,,,25.0,0.0,0.0,0,N,,0.0,0,N
482,CRIMEA13101404,2013-10-14,1,2013-10-14,Mon,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,symbolic,,NGO,Russian nationalists,"""Youth unity""",,"rightists, party",,,,Svoboda,"""Youth unity"" in Sevastopol 'executed fascist collaborator'.",,,Crimea,Sevastopol,,neofascism,OUN-UPA,anti-Svoboda,,3.0,0.0,0.0,0,N,,0.0,0,N
483,CRIMEA13101405,2013-10-14,1,2013-10-14,Mon,33.50804620439108,45.25688975,58,"Crimea, Saky",POINT (33.50804620439108 45.25688975),negative response,criminal case,law-enforcement,,,police,,,unknown,,,unknown arsoners,criminal case was opeden in relation to arson in Saky,CRIMEA13101305,,Crimea,Saky,,religious rights,anti-Tartars,,,,0.0,0.0,0,N,0.0,0.0,0,N
485,CRIMEA13101502,2013-10-15,1,2013-10-15,Tue,36.5685685,45.3162065,58,"Crimea, Kerch",POINT (36.5685685 45.3162065),protest,picket,workers,,,workers of Kerch ship repair factory,company,company,,,,"Fregat, Korvet companies","Workers of Kerch ship repair factory, which is state enterprise, picketed private companies because of their debts before their company. because of this debt people cannot receive wages",,,Crimea,Kerch,,wage arrears,,,,99.0,0.0,0.0,0,N,,0.0,0,N
486,CRIMEA13101503,2013-10-15,1,2013-10-15,Tue,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,graffiti,unknown,,,"Lenin haters, UPA haters, patriots",,,,,,,"In Sevastopol somebody spilled paint onto Lenin and wrote 'Lenin killed, UPA killed, but Ukraine withstood!'.",,,Crimea,Sevastopol,,anti-Communism,OUN-UPA,Ukrainian nationalism,,,0.0,0.0,0,Y,0.0,0.0,0,N
487,CRIMEA13101504,2013-10-15,1,2013-10-15,Tue,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,,party,leftists,PSPU,"local authorities, government",government,,,,city council; government,PSPU in Sevastopol don't want cooperation wiht 'gay Europe'.,,,Crimea,Sevastopol,,EU,anti-LGBT,anti-government,,21.0,0.0,0.0,0,N,,0.0,0,N
488,CRIMEA13101601,2013-10-16,1,2013-10-16,Wed,33.97901053433917,44.6768054,58,"Crimea, Bakhchysarai",POINT (33.97901053433917 44.6768054),protest,picket,parents,,,mothers,"local authorities, government",local authorities,,,,treasury,Young mothers in Bakhchysarai picketed treasury for social payments on child care,,,Crimea,Bakhchysarai,,social payments,,,,9.0,0.0,0.0,0,N,,0.0,0,N
490,CRIMEA13101701,2013-10-17,1,2013-10-17,Thu,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,picket,,"party, NGO",Russian nationalists,"""For single Rus"", ""Sobol"", ""Russian community of Sevastopol"", ""Union of Sevastopol workers"", ""Children of war Sevastopol"", party 'Rus Edyna'",foreign country,"rightists, party",,,,Poland; Svoboda,"Russian nationalists in Sevastopol addressed Polish consulate with a message not to admit Ukraine into EU, because rightists promoting UPA have more voice, UPA were fascist collaborators and killed Polish as well.",,,Crimea,Sevastopol,,EU,neofascism,OUN-UPA,,49.0,0.0,0.0,0,N,,0.0,0,N
491,CRIMEA13101801,2013-10-18,1,2013-10-18,Fri,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,,NGO,Tartar nationalists,"""Ukrainian choice"", ""Milli firka""","local authorities, government",,,,,Crimean authorities and Ukrainian government,"""Ukrainian choice"" rallied together with Tartar nationalists ""Milli firka"" on day of Crimean SSR formation. They mostly promoted Tartar recognition issues.",,,Crimea,Simferopol,,civic liberties,Tartar nationalism,,,199.0,0.0,0.0,0,N,,0.0,0,N
492,CRIMEA13102101,2013-10-21,1,2013-10-21,Mon,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,NGO,,"""Assosiation of dormitory dwellers of Crimea""","local authorities, government",,,,,"Ministers, ARK","Dormitory dwellers appealed to VR ARK for protection of housing rights, turning to communal property of now private dorms.",,,Crimea,Simferopol,,housing rights,nationalization,,,59.0,0.0,0.0,0,N,,0.0,0,N
493,CRIMEA13102301,2013-10-23,1,2013-10-23,Wed,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,blockade,neighborhood,,,Bile-5 village,local authorities,company,,,,authorities; Ukrgasprom,"Village people near Simferopol want gas, so they blocked the road.",,,Crimea,Simferopol,,public utilities,,,,99.0,0.0,0.0,0,N,,0.0,0,N
494,CRIMEA13102401,2013-10-24,1,2013-10-24,Thu,34.4030347,44.6881228,58,"Crimea, Alushta",POINT (34.4030347 44.6881228),other repression,preempt,unknown,,,unknown,,,,NGO,islamists,"""Hizb ut-Tahrir""","Indoor gathering of Islamists in Crimean Alushta was preempted because of reported quicksilver leak. ""Hizb ut-Tahrir"" claim to be a party in Ukraine, but their name is absent in state registration service website. They are suspected in connections with Islamic fighters.",,,Crimea,Alushta,,Islamic fundamentalism,,,,,0.0,0.0,0,N,,0.0,0,N
495,CRIMEA13102501,2013-10-25,1,2013-10-25,Fri,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,,NGO,Russian nationalists,"""Union of Orthodox citizens of Crimea"", ""Congress of Russian communities of Crimea""",foreign country,foreign citizens,,,,RF; historical  book author V.Vozgrin,Russian nationalists in Crimea picketed RF consulate because of a recent historical book on Crimea by V.Vozgrin. Tartar nationalists also criticized it.,,,Crimea,Simferopol,,Russian nationalism,,,,,0.0,0.0,0,N,,0.0,0,N
496,CRIMEA13102901,2013-10-29,1,2013-10-29,Tue,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,rally,,initiative group,,BIDE (?) (Fighters for ideal democracy),"IGO, government",government,,,,government; world rulers,In Simferopol some conspiracy theory adepts rallied for inclusion of Crimea into the 'golden milliard'.,,,Crimea,Simferopol,,EU,,,,4.0,0.0,0.0,0,N,,0.0,0,N
497,CRIMEA13103001,2013-10-30,1,2013-10-30,Wed,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,rally,neighborhood,,,Marinesko str.,"local authorities, law-enforcement",company,,,,authorities; developers,Locals of Marinesko str. in Sevastopol rallied and started tent camp vigil against development of mall. one man announced a hunger strike,CRIMEA13103001,,Crimea,Sevastopol,,development projects,,,,49.0,0.0,0.0,0,N,,0.0,0,N
498,CRIMEA13103002,2013-10-30,2,2013-11-03,Wed,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,tent camp,neighborhood,,,Marinesko str.,"local authorities, law-enforcement",company,,,,authorities; developers,Locals of Marinesko str. in Sevastopol rallied and started tent camp vigil against development of mall. one man announced a hunger strike,CRIMEA13103001,,Crimea,Sevastopol,,development projects,,,,,0.0,0.0,0,N,,0.0,0,N
499,CRIMEA13103003,2013-10-30,2,2013-11-03,Wed,33.5323928,44.5947682,58,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),protest,hunger strike,neighborhood,,,Marinesko str. man,"local authorities, law-enforcement",company,,,,authorities; developers,Locals of Marinesko str. in Sevastopol rallied and started tent camp vigil against development of mall. one man announced a hunger strike,CRIMEA13103001,,Crimea,Sevastopol,,development projects,,,,1.0,0.0,0.0,0,N,,0.0,0,N
500,CRIMEA13103101,2013-10-31,1,2013-10-31,Thu,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,attack,football fans,,,FC 'Tavria' ultras,,citizens,,,,Halloween party people,In Simferopol some ultras marched against Halloween and attacked some party people.,CRIMEA13103101,,Crimea,Simferopol,,morale,,,,65.0,0.0,,0,N,,0.0,0,N
501,CRIMEA13103102,2013-10-31,1,2013-10-31,Thu,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),negative response,arrest,state forces,,,police,,,football fans,,,FC 'Tavria' ultras,Police detained a few Simferopol Halloween haters.,CRIMEA13103101,,Crimea,Simferopol,,morale,,,,,2.0,0.0,0,N,,0.0,0,N
502,CRIMEA13103103,2013-10-31,1,2013-10-31,Thu,33.97001182537595,45.039428650000005,58,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,picket,neighborhood,NGO,,"Zhydkova str.,76, ""Association of dormitory dwellers of Crimea""",court,company,,,,"business affairs court, Krymstroy company",Dorm dwellers in Crimea mobilized for housing rights (they demanded to give dormitory back to communal property) and easier payment of public utilities.,,,Crimea,Simferopol,,housing rights,public utilities,nationalization,,25.0,0.0,0.0,0,N,,0.0,0,N
503,CRIMEA13110201,11/2/2013,approximate,11/2/2013,Sat,33.5323928,44.5947682,59,"Crimea, Sevastopol",POINT (33.5323928 44.5947682),negative response,preclude,court,,,some court,,,,party,Russian nationalists,"Russian nationalists, Russian Bloc",some court prohibited actions on the Day of Popular Unity (den narodnoji jednosti),CRIMEA13110201,,Crimea,Sevastopol,,Russian nationalism,,,,,0.0,0.0,0,N,0.0,0.0,0,N
504,CRIMEA13110301,11/3/2013,1,11/3/2013,Sun,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,demonstration/march,,"party, NGO",Russian nationalists,"Russian bloc, cossacs",government,IGO,,,,national authorities; EU,"Russian nationalists in Simferopol marched for Customs Union cooperation, against EU.",CRIMEA13110301,,Crimea,Simferopol,,EU,Russia Customs Union,Russian nationalism,,701.0,0.0,0.0,0,N,,0.0,0,N
505,CRIMEA13110302,11/3/2013,1,11/3/2013,Sun,33.97001182537595,45.039428650000005,59,"Crimea, Simferopol",POINT (33.97001182537595 45.03942865),protest,symbolic,,"party, NGO",Russian nationalists,"Russian bloc, cossacs",,IGO,,,,national authorities; EU,Then at CRIMEA13110301 they burned EU flag.,CRIMEA13110301,,Crimea,Simferopol,,EU,Russia Customs Union,Russian nationalism,,3.0,0.0,0.0,0,N,,0.0,0,N
